# Time-averaged data for fix msdout
# TimeStep c_Hmsd[4]
12900 21.7792
13000 21.4147
13100 20.941
13200 21.0606
13300 21.3425
13400 21.7218
13500 21.6088
13600 22.0589
13700 21.3325
13800 21.6816
13900 21.4578
14000 21.9274
14100 21.9135
14200 21.8739
14300 22.1986
14400 22.569
14500 22.6056
14600 22.8516
14700 22.9194
14800 23.0375
14900 23.7472
15000 23.0018
15100 22.7532
15200 22.3917
15300 22.9803
15400 22.1609
15500 22.7892
15600 22.1803
15700 22.0815
15800 22.4082
15900 22.5217
16000 22.2287
16100 21.956
16200 22.3494
16300 22.7218
16400 23.06
16500 23.2351
16600 23.1351
16700 23.4097
16800 23.5104
16900 23.1244
17000 23.179
17100 23.3178
17200 23.5338
17300 22.953
17400 23.0895
17500 23.1538
17600 23.7521
17700 23.8252
17800 23.1202
17900 23.3909
18000 23.4756
18100 23.3262
18200 23.4057
18300 23.9118
18400 23.7261
18500 23.502
18600 23.9945
18700 23.7373
18800 23.4486
18900 23.4812
19000 23.5842
19100 23.4834
19200 24.1803
19300 24.0083
19400 24.3299
19500 24.5154
19600 24.2189
19700 24.285
19800 24.4054
19900 24.3172
20000 24.1208
20100 24.2982
20200 24.9198
20300 24.5193
20400 25.2627
20500 25.385
20600 25.4345
20700 25.4584
20800 25.4279
20900 25.6887
21000 26.084
21100 26.3802
21200 26.0491
21300 26.6586
21400 26.3643
21500 26.5382
21600 26.8993
21700 27.6221
21800 27.9556
21900 28.3159
22000 28.1607
22100 28.1462
22200 28.7158
22300 28.7885
22400 29.3685
22500 29.4412
22600 29.1832
22700 29.5726
22800 28.6849
22900 29.1995
23000 29.749
23100 29.6778
23200 29.5285
23300 29.3124
23400 30.6035
23500 30.1033
23600 30.5673
23700 30.6868
23800 30.7261
23900 30.708
24000 30.8072
24100 30.6688
24200 31.1611
24300 31.4267
24400 31.274
24500 30.7661
24600 31.1207
24700 31.4135
24800 31.4834
24900 32.1065
25000 31.8727
25100 31.2915
25200 32.1347
25300 32.5312
25400 32.5896
25500 32.9213
25600 33.5954
25700 33.6361
25800 33.5521
25900 33.8657
26000 34.0789
26100 34.6253
26200 34.2129
26300 33.9845
26400 34.8909
26500 35.2528
26600 35.2559
26700 35.5258
26800 35.1584
26900 36.9166
27000 36.1841
27100 35.6229
27200 36.6662
27300 36.76
27400 37.1978
27500 37.4751
27600 37.8425
27700 38.0383
27800 37.9763
27900 38.0673
28000 38.4109
28100 38.9988
28200 39.9718
28300 39.3316
28400 40.6767
28500 40.8253
28600 40.9548
28700 40.3217
28800 40.6939
28900 41.0863
29000 41.1692
29100 41.4731
29200 40.7947
29300 40.8632
29400 41.1258
29500 40.9888
29600 40.7032
29700 41.0956
29800 40.41
29900 40.5721
30000 40.5405
30100 41.0129
30200 40.3583
30300 40.6662
30400 41.5533
30500 41.5218
30600 42.0849
30700 42.333
30800 42.6977
30900 42.6792
31000 43.5442
31100 43.5796
31200 43.8376
31300 43.1638
31400 43.1172
31500 43.263
31600 43.2387
31700 42.9148
31800 42.9087
31900 42.9356
32000 43.3648
32100 43.519
32200 43.8146
32300 43.0847
32400 43.5518
32500 43.6932
32600 44.499
32700 45.0644
32800 44.9465
32900 45.7698
33000 45.2713
33100 45.8182
33200 45.8875
33300 45.5529
33400 45.6078
33500 45.6243
33600 45.5703
33700 45.459
33800 45.8977
33900 46.1255
34000 46.4781
34100 46.6831
34200 47.9335
34300 47.2844
34400 47.1992
34500 47.6892
34600 48.8336
34700 48.199
34800 48.387
34900 48.6941
35000 47.9046
35100 48.283
35200 47.9772
35300 48.6497
35400 48.4748
35500 47.7808
35600 47.7435
35700 47.8644
35800 48.433
35900 48.4048
36000 49.1943
36100 49.4714
36200 49.3815
36300 49.0658
36400 48.9991
36500 48.6306
36600 49.0549
36700 49.1406
36800 49.7243
36900 50.3628
37000 50.3374
37100 49.9557
37200 49.8179
37300 50.6586
37400 51.0555
37500 50.5317
37600 50.9558
37700 50.8736
37800 50.665
37900 50.1219
38000 51.0511
38100 51.2695
38200 50.8544
38300 52.6485
38400 53.354
38500 52.6571
38600 52.5982
38700 52.9487
38800 53.6918
38900 54.0444
39000 53.5339
39100 53.8593
39200 54.5351
39300 55.8514
39400 56.0844
39500 56.118
39600 56.1498
39700 56.4504
39800 56.749
39900 55.7619
40000 56.7518
40100 56.5106
40200 56.7177
40300 56.7873
40400 57.1582
40500 56.5195
40600 56.6581
40700 57.0176
40800 57.7205
40900 57.7961
41000 57.2052
41100 57.4571
41200 57.7924
41300 57.3101
41400 58.1068
41500 57.7505
41600 57.6915
41700 58.0548
41800 57.7963
41900 57.7676
42000 57.8489
42100 58.2655
42200 57.765
42300 58.0742
42400 58.6103
42500 58.0323
42600 58.1724
42700 58.1485
42800 57.9822
42900 58.5342
43000 58.1523
43100 58.5886
43200 57.8148
43300 57.6634
43400 58.0423
43500 57.6601
43600 57.8212
43700 57.5579
43800 57.5685
43900 58.0999
44000 57.8373
44100 58.2517
44200 57.9604
44300 58.2755
44400 58.264
44500 58.5314
44600 58.6818
44700 58.6034
44800 59.1305
44900 59.3694
45000 59.091
45100 58.7081
45200 59.4619
45300 59.805
45400 60.3435
45500 60.299
45600 60.1972
45700 60.6876
45800 61.0013
45900 61.0213
46000 61.1732
46100 62.3893
46200 61.4611
46300 61.3342
46400 62.0123
46500 61.7637
46600 61.4528
46700 61.6968
46800 62.5922
46900 62.3733
47000 61.7036
47100 61.5987
47200 62.9442
47300 61.4879
47400 62.0657
47500 62.2702
47600 61.6397
47700 61.9333
47800 62.502
47900 63.3678
48000 63.5779
48100 64.2557
48200 65.1232
48300 64.2057
48400 65.087
48500 64.9859
48600 64.3708
48700 64.6891
48800 65.2717
48900 65.7047
49000 65.754
49100 66.4562
49200 67.3996
49300 67.3214
49400 67.6497
49500 67.7918
49600 68.0047
49700 68.0746
49800 68.36
49900 68.2056
50000 68.1136
