-5.050415612200000055e+02 5.062330035584228085e+02
-5.054155201899999952e+02 5.140612113680587072e+02
-5.057002622800000040e+02 5.219697077659992601e+02
-5.059022249800000282e+02 5.299589024564775173e+02
-5.060153804700000251e+02 5.380292050315973711e+02
-5.060555311300000199e+02 5.461810251007490251e+02
-5.060134051900000145e+02 5.544147723783343054e+02
-5.058923672399999987e+02 5.627308564126620922e+02
-5.056964994699999920e+02 5.711296868022270701e+02
-5.054106533199999944e+02 5.796116732796332371e+02
-5.050286282399999891e+02 5.881772254762734065e+02
