-9.490973610999999721e+01 1.039885131637780091e+02
-9.494326049000000012e+01 1.055965546878670409e+02
-9.496724423999999942e+01 1.072210887968378188e+02
-9.498349761999999430e+01 1.088621996661726570e+02
-9.499384722000000636e+01 1.105199713857198844e+02
-9.499791079000000593e+01 1.121944881525383124e+02
-9.499325346000000536e+01 1.138858340852257101e+02
-9.498520444000000396e+01 1.155940933406863707e+02
-9.497040092000000300e+01 1.173193500750554392e+02
-9.495115810999999439e+01 1.190616883797534342e+02
-9.492632994999999596e+01 1.208211924451019428e+02
