-1.517761494229999926e+03 1.937144419256061610e+03
-1.518050608280000006e+03 1.967099734219110815e+03
-1.518275905720000083e+03 1.997362280582423864e+03
-1.518441400729999941e+03 2.027933625596064985e+03
-1.518545484989999977e+03 2.058815337103100319e+03
-1.518592142380000041e+03 2.090008982535842733e+03
-1.518583689900000081e+03 2.121516129277317305e+03
-1.518520505149999963e+03 2.153338344798758044e+03
-1.518399511540000049e+03 2.185477196438235751e+03
-1.518233740500000067e+03 2.217934252203700908e+03
-1.518010505749999993e+03 2.250711079178729506e+03
