-3.797504191200000037e+02 4.207068849840191547e+02
-3.798327650800000015e+02 4.272125472057312550e+02
-3.798848419000000263e+02 4.337849336492836869e+02
-3.799187647300000208e+02 4.404243845305394984e+02
-3.799293564500000002e+02 4.471312405500785871e+02
-3.799201102800000172e+02 4.539058419689095558e+02
-3.799037378200000035e+02 4.607485292315765264e+02
-3.798726462399999946e+02 4.676596428838385009e+02
-3.798251741299999935e+02 4.746395231943993736e+02
-3.797708266700000195e+02 4.816885107335432394e+02
-3.797047201400000063e+02 4.888069457937602920e+02
