-6.226947169000000315e+01 4.314587323131645746e+01
-6.237223251999999718e+01 4.381306574215546590e+01
-6.244982725999999928e+01 4.448710116990090313e+01
-6.250360901999999896e+01 4.516801445841795726e+01
-6.253615123000000153e+01 4.585584053241186808e+01
-6.254629943999999853e+01 4.655061425431858169e+01
-6.253664477000000232e+01 4.725237058073967233e+01
-6.250861375000000209e+01 4.796114440603344775e+01
-6.246356030999999831e+01 4.867697067491376117e+01
-6.240279267999999746e+01 4.939988423500673775e+01
-6.232750862999999697e+01 5.012992006591751704e+01
